Pclass,Age,SibSp,Parch,Ticket,Fare,Family,Name_0,Name_1,Sex_female,Sex_male,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Embarked_C,Embarked_Q,Embarked_S
1,28.0,0,0,713,26.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3,33.0,0,0,713,8.6625,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,30.0,0,0,713,9.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,22.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,42.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,22.0,0,0,713,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,26.0,0,0,147,78.85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,19.0,1,0,264,91.0792,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2,36.0,0,0,713,12.875,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
3,24.0,0,0,713,8.85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,24.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,28.0,0,0,713,27.7208,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,23.5,0,0,713,7.2292,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2.0,1,2,24,151.55,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1,28.0,0,0,713,30.5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,50.0,0,1,147,247.5208,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3,28.0,0,0,713,7.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,28.0,2,0,147,23.25,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,19.0,0,0,64,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,28.0,0,0,713,12.35,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
3,28.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.92,1,2,24,151.55,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,28.0,0,0,64,110.8833,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,17.0,1,0,147,108.9,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2,30.0,1,0,264,24.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,30.0,0,0,264,56.9292,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1,24.0,0,0,147,83.1583,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1,18.0,2,2,70,262.375,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2,26.0,1,1,264,26.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,43.0,1,1,147,26.25,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,26.0,0,0,713,7.8542,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,24.0,1,0,264,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,54.0,0,0,713,14.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,31.0,0,2,64,164.8667,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1,40.0,1,1,70,134.5,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
3,22.0,0,0,713,7.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,27.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,30.0,0,0,713,12.35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,22.0,1,1,147,29.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,8,2,11,69.55,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,36.0,0,0,64,135.6333,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
3,61.0,0,0,713,6.2375,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,36.0,0,0,713,13.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
3,31.0,1,1,147,20.525,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,16.0,0,1,264,57.9792,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3,28.0,2,0,147,23.25,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,45.5,0,0,713,28.5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,38.0,0,1,147,153.4625,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
3,16.0,2,0,264,18.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,28.0,1,0,264,133.65,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,29.0,1,0,264,66.6,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,41.0,0,0,70,134.5,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
3,45.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,45.0,0,0,713,35.5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
2,2.0,1,1,147,26.0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,24.0,3,2,24,263.0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2,28.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,25.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,36.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,24.0,0,0,713,13.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2,40.0,0,0,713,13.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,1,0,264,16.1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,3.0,1,1,147,15.9,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,42.0,0,0,713,8.6625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,23.0,0,0,713,9.225,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,28.0,0,0,713,35.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
3,15.0,1,1,713,7.2292,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,25.0,1,0,264,17.8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.225,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,28.0,0,0,713,9.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,22.0,0,1,264,55.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
2,38.0,0,0,713,13.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8792,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,28.0,0,0,713,7.8792,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,40.0,1,4,24,27.9,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,29.0,1,0,264,27.7208,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,45.0,0,1,264,14.4542,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,35.0,0,0,713,7.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,1,0,264,15.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,30.0,0,0,713,7.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,60.0,1,0,264,75.25,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
3,28.0,0,0,713,7.2292,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,28.0,0,0,713,7.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,24.0,0,0,264,69.3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1,25.0,1,0,264,55.4417,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
3,18.0,1,0,713,6.4958,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,19.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,22.0,0,0,64,135.6333,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3.0,3,1,70,21.075,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,28.0,1,0,264,82.1708,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,22.0,0,0,713,7.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,27.0,0,2,70,211.5,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
3,20.0,0,0,713,4.0125,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,19.0,0,0,713,7.775,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,42.0,0,0,70,227.525,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1.0,0,2,147,15.7417,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,32.0,0,0,713,7.925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,35.0,1,0,264,52.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,18.0,0,0,70,73.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,1.0,5,2,16,46.9,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,36.0,0,0,713,13.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.7292,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,17.0,0,0,713,12.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,36.0,1,2,64,120.0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
3,21.0,0,0,713,7.7958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,2,0,713,7.925,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,23.0,1,0,147,113.275,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
3,24.0,0,2,147,16.7,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
3,22.0,0,0,713,7.7958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,31.0,0,0,713,7.8542,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,46.0,0,0,264,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,23.0,0,0,713,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,28.0,0,0,713,12.65,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,39.0,0,0,713,7.925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,26.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,21.0,1,0,713,9.825,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,1,0,264,15.85,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,20.0,0,0,713,8.6625,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,34.0,1,0,264,21.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,51.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,3.0,1,1,147,18.75,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,21.0,0,0,713,7.775,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,3,1,70,25.4667,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,6.8583,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,33.0,1,0,147,90.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2,28.0,0,0,147,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,44.0,0,0,713,7.925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,8.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,34.0,1,1,147,32.5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,18.0,0,2,713,13.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,30.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,10.0,0,2,147,24.15,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,21.0,0,0,713,7.7333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,29.0,0,0,713,7.875,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,1,1,147,14.4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,18.0,1,1,147,20.2125,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,28.0,1,0,264,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,19.0,0,0,264,26.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,32.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,28.0,0,0,713,26.55,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
3,28.0,1,0,264,16.1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,42.0,1,0,264,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,17.0,0,0,713,7.125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,50.0,1,0,264,55.9,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,14.0,1,2,64,120.0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
3,21.0,2,2,70,34.375,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,24.0,2,3,147,18.75,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,64.0,1,4,24,263.0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2,31.0,0,0,713,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,45.0,1,1,147,26.25,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,20.0,0,0,713,9.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,25.0,1,0,713,7.775,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,28.0,0,0,713,13.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,8.1125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,4.0,0,2,147,81.8583,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
2,13.0,0,1,264,19.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,34.0,0,0,713,26.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,5.0,2,1,64,19.2583,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,52.0,0,0,713,30.5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2,36.0,1,2,64,27.75,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,1,0,713,19.9667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,30.0,0,0,713,27.75,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1,49.0,1,0,264,89.1042,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
3,28.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,29.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,65.0,0,0,713,26.55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,28.0,1,0,264,51.8625,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2,50.0,0,0,713,10.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,48.0,0,0,713,26.55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3,34.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,47.0,0,0,713,38.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2,48.0,0,0,713,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,38.0,0,0,713,7.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,28.0,0,0,147,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,56.0,0,0,713,26.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.725,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0.75,2,1,64,19.2583,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,28.0,0,0,713,7.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,38.0,0,0,713,8.6625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,33.0,1,2,64,27.75,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,23.0,0,0,713,13.7917,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
3,22.0,0,0,713,9.8375,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,28.0,0,0,264,52.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
2,34.0,1,0,264,21.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,29.0,1,0,713,7.0458,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,22.0,0,0,713,7.5208,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,2.0,0,1,264,12.2875,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,9.0,5,2,16,46.9,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,28.0,0,0,713,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,50.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,63.0,0,0,713,9.5875,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,25.0,1,0,264,91.0792,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
3,28.0,3,1,70,25.4667,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,35.0,1,0,264,90.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1,58.0,0,0,713,29.7,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
3,30.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,9.0,1,1,147,15.9,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,1,0,713,19.9667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,21.0,0,0,713,7.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,55.0,0,0,713,30.5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,71.0,0,0,713,49.5042,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,21.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,264,14.4583,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,54.0,1,0,264,78.2667,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
3,28.0,0,0,264,15.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,25.0,1,2,24,151.55,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
3,24.0,0,0,713,7.7958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,17.0,0,0,713,8.6625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,21.0,0,0,713,7.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,28.0,0,0,713,7.6292,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,37.0,0,0,713,9.5875,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,16.0,0,0,147,86.5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
1,18.0,1,0,147,108.9,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2,33.0,0,2,147,26.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,28.0,0,0,713,26.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,147,22.525,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,26.0,0,0,16,56.4958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,29.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,28.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,36.0,0,0,713,26.2875,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,54.0,1,0,264,59.4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,24.0,0,0,713,7.4958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,47.0,0,0,713,34.0208,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2,34.0,0,0,713,10.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
3,28.0,0,0,147,24.15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,36.0,1,0,264,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,32.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,30.0,0,0,64,93.5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
3,22.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.225,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,44.0,0,1,264,57.9792,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3,28.0,0,0,713,7.2292,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,40.5,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,50.0,0,0,713,10.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,28.0,0,0,64,221.7792,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
3,39.0,0,0,713,7.925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,23.0,2,1,713,11.5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2.0,1,1,147,26.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.2292,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,17.0,1,1,713,7.2292,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,28.0,0,2,147,22.3583,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,30.0,0,0,713,8.6625,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,7.0,0,2,147,26.25,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,45.0,0,0,713,26.55,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1,30.0,0,0,147,106.425,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,28.0,0,0,264,14.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,22.0,0,2,713,49.5,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1,36.0,0,2,264,71.0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
3,9.0,4,2,70,31.275,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,11.0,4,2,70,31.275,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,32.0,1,0,264,26.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,50.0,1,0,147,106.425,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1,64.0,0,0,713,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,19.0,1,0,264,26.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2,28.0,0,0,713,13.8625,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,33.0,1,1,147,20.525,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,8.0,1,1,64,36.75,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,17.0,0,2,64,110.8833,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2,27.0,0,0,264,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.8292,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,22.0,0,0,713,7.225,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,22.0,0,0,713,7.775,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,62.0,0,0,713,26.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,48.0,1,0,713,39.6,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1,28.0,0,0,70,227.525,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,39.0,1,1,147,79.65,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
3,36.0,1,0,264,17.4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3,40.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,28.0,0,0,713,13.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,8.05,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,8.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,24.0,2,0,147,24.15,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,19.0,0,0,713,7.8958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,29.0,0,4,70,21.075,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3,28.0,0,0,713,7.2292,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,32.0,0,0,713,7.8542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,62.0,0,0,713,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
